,id,defender,defender_upper,belong,hold_belong,mission_skill,battle_skill,condition,is_destroy,is_rebuild,draw_event,name,code,shifting_spot,shifting_team,battle_assist_range,performance_skill,show_info,working_special_spot,trigger_distance,active_mission_skill,inherent_mission_skill,type,is_focus,transition,belong_color,working_spot_activation,active_building_info,initial_state,pref_code,des,confront_des,squadinfoid,missionskill_on_death
1320,9120710,50,50,2,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子1,Hiding,"0,0","0,0","0,0",,0,1000100,0,8120724,1000100,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
1321,9130101,999,999,2,1,9130116;9130116;9130116;9130116,0;0;0;0,"0:1,1:0;0:1,1:1",1,0,0,护盾发生器,Hiding,"60,155","0,0","0,2",,1,1200101,0,,1200100,20,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3","1;1,1",Build_FireStealer;护盾发生器;0//c2;9130116,-1,,可为战斗中的友方提供持续的护盾支援，作为敌方的支援单位时将会对我方造成严重的干扰，建议通过重装打击等手段优先处理。,本次战役中可采取的应对手段：//n重装打击,0,
1322,9130102,999,999,2,1,9130116;9130116;9130116;9130116,0;0;0;0,"0:1,1:0;0:1,1:1",1,0,0,护盾发生器,Hiding,"60,155","0,0","0,2",,1,1200201,0,,1200200,20,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3","1;1,1",Build_FireStealer;护盾发生器;0//c2;9130116,-1,,可为战斗中的友方提供持续的护盾支援，作为敌方的支援单位时将会对我方造成严重的干扰，建议通过重装打击等手段优先处理。,本次战役中可采取的应对手段：//n重装打击,0,
1323,9130103,999,999,2,1,9130116;9130116;9130116;9130116,0;0;0;0,"0:1,1:0;0:1,1:1",1,0,0,护盾发生器,Hiding,"60,155","0,0","0,2",,1,1200301,0,,1200300,20,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3","1;1,1",Build_FireStealer;护盾发生器;0//c2;9130116,-1,,可为战斗中的友方提供持续的护盾支援，作为敌方的支援单位时将会对我方造成严重的干扰，建议通过重装打击等手段优先处理。,本次战役中可采取的应对手段：//n重装打击,0,
1324,9130104,999,999,2,1,9130116;9130116;9130116;9130116,0;0;0;0,"0:1,1:0;0:1,1:1",1,0,0,护盾发生器,Hiding,"60,155","0,0","0,2",,1,1200401,0,,1200400,20,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3","1;1,1",Build_FireStealer;护盾发生器;0//c2;9130116,-1,,可为战斗中的友方提供持续的护盾支援，作为敌方的支援单位时将会对我方造成严重的干扰，建议通过重装打击等手段优先处理。,本次战役中可采取的应对手段：//n重装打击,0,
1325,9130105,99999,99999,1,1,0;9363402;0;0,406402;406404;406402;0,"0:1,1:0;0:1,1:0",0,0,0,岸防炮,Armstrongspiralgun,"-200,100","0,0","1,2","800101,102304,406404;800101,102304,406404;800101,102304,406404;0",1,,0,"9130101,9130102,9130103,9130104,9130105,913016,9130114,9130115",9363401,19,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,基地的大型远程打击武器，可以通过操作对指定地点进行轰炸，对敌人造成巨大伤害。,本次战役中无法破坏该设施,0,
1326,9130106,9999,9999,3,1,0;0;0;2000008,0;0;0;0,"0:0,1:0;0:0,1:1",1,0,0,乱石堆I,Rock,"0,120","-30,0","0,0",,1,1040101,1,,"1040100,1040101",9,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,乱石堆积，阻断了道路通行。,本次战役中可采取的应对手段：//n重装打击,0,
1327,9130107,9999,9999,3,1,0;0;0;2000008,0;0;0;0,"0:0,1:0;0:0,1:1",1,0,0,乱石堆II,Rock,"0,120","-30,0","0,0",,1,1040201,1,,"1040200,1040201",9,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,乱石堆积，阻断了道路通行。,本次战役中可采取的应对手段：//n重装打击,0,
1328,9130201,999,999,2,1,9130116;9130116;9130116;9130116,0;0;0;0,"0:1,1:0;0:1,1:1",1,0,0,护盾发生器,Build_FireStealer,"60,155","0,0","0,2",,1,1200101,0,,"1200100,1200101,9130117",20,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3","1;1,1",,0,,可为战斗中的友方提供持续的护盾支援，作为敌方的支援单位时将会对我方造成严重的干扰，建议通过重装打击等手段优先处理。,本次战役中可采取的应对手段：//n重装打击,0,
1329,9130202,999,999,2,1,9130116;9130116;9130116;9130116,0;0;0;0,"0:1,1:0;0:1,1:1",1,0,0,护盾发生器,Build_FireStealer,"60,155","0,0","0,2",,1,1200201,0,,"1200200,1200201,9130117",20,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3","1;1,1",,0,,可为战斗中的友方提供持续的护盾支援，作为敌方的支援单位时将会对我方造成严重的干扰，建议通过重装打击等手段优先处理。,本次战役中可采取的应对手段：//n重装打击,0,
1330,9130203,99999,99999,2,1,0;0;900002;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,防空阵地,ADK,"12,90","-30,0","0,2",,1,,0,,1000100,3,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,对支援范围内的机场进行空域管制，受影响的机场将不能进行空降以及梯队出击、回收人质等操作。,本次战役中无法破坏该设施,0,
1331,9130204,99999,99999,1,1,0;9363402;0;0,406402;406404;406402;0,"0:1,1:0;0:1,1:0",0,0,0,岸防炮,Armstrongspiralgun,"-200,100","0,0","1,2","800101,102304,406404;800101,102304,406404;800101,102304,406404;0",1,,0,"9130101,9130201",9363401,19,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,基地的大型远程打击武器，可以通过操作对指定地点进行轰炸，对敌人造成巨大伤害。,本次战役中无法破坏该设施,0,
1332,9130301,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门,Door_Left,"10,80","-20,0","0,0",,1,1020101,0,,1020100,6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,-1,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
1333,9130302,99999,99999,3,1,0;0;0;0,0;0;0;0,"0:1,1:1;0:1,1:0",0,0,0,EMP手雷,Build_PortableEMP,"15,180","-30,0","0,0",,1,1000060,0,1140101,"1140100,1000060",17,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,便携式的EMP工具，可以对单个指定单位造成EMP冲击，造成战斗力下降、不能移动等效果。,本次战役中无法破坏该设施,0,
1334,9130303,50,50,1,1,0;1000069;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,1,9130301,1000100,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
1335,9130304,50,50,1,1,0;1000069;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,1,9130302,1000200,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
1336,9130305,50,50,1,1,0;1000069;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,1,9130303,1000300,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
1337,9130306,50,50,1,1,0;1000069;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,1,9130304,1000400,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
1338,9130307,50,50,1,1,0;1000069;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,1,9130305,1000500,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
1339,9130308,50,50,1,1,0;1000069;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,1,9130306,1000600,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
1340,9130309,50,50,1,1,0;1000069;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,1,9130307,1000700,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
1341,9130310,50,50,1,1,0;1000069;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,1,9130308,1000800,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
1342,9130401,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门I,Door_Left,"10,80","-20,0","0,0",,1,1020101,0,,"1020100,1020101,1000001",6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
1343,9130402,50,50,3,0,0;9362401;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,1,,,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
1344,9130403,99999,99999,1,1,0;9130401;0;9130401,0;0;0;0,"0:0,1:0;0:0,1:0",0,0,0,【标记】兔子1,Hiding,"50,120","-30,0","0,0",,1,1010100|1010201,1,"8120202,8120203","1010100,1020101,1010101",5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3","1;1,0",Hiding;【标记】兔子;0//c0;9130401|Console;控制台I;0//c0;2000005,0,,【标记】略,本次战役中无法破坏该设施,0,
1345,9130404,50,50,3,1,0;9362401;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,1,,9130402,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
1346,9130501,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门I型①,Door_Left,"10,80","-20,0","0,0",,1,1020101|1130101,0,9130506,1020100,6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3","1;0,0",Door_Left;防御门I型①;0//c0;2000009|Rock3;建筑废墟;0//c0;2000016,-1,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
1347,9130502,50,50,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,1,,"9130501,9130502",5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
1348,9130503,99999,99999,3,1,0;0;0;2000009,0;0;0;0,"0:1,1:0;0:1,1:0",0,0,0,要道I型①,Birdge_Middle,"30,45","0,0","0,0",,1,1050101|1130101,0,9130503,1050100,10,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3","1;0,0",Birdge_Middle;要道I型①;0//c0;2000009|Rock3;建筑废墟;0//c0;2000016,0,,连接重要路径的基础设施，一旦被破坏将会严重影响移动效率。,本次战役中无法破坏该设施,0,
1349,9130504,99999,99999,3,1,0;0;0;2000009,0;0;0;0,"0:1,1:0;0:1,1:0",0,0,0,要道I型②,Birdge_Middle,"30,45","0,0","0,0",,1,1050201|1130101,0,9130504,1050200,10,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3","1;0,0",Birdge_Middle;要道I型②;0//c0;2000009|Rock3;建筑废墟;0//c0;2000016,0,,连接重要路径的基础设施，一旦被破坏将会严重影响移动效率。,本次战役中无法破坏该设施,0,
1350,9130505,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门I型②,Door_Left,"10,80","-20,0","0,0",,1,1020201|1130101,0,9130507,1020200,6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3","1;0,0",Door_Left;防御门I型②;0//c0;2000009|Rock3;建筑废墟;0//c0;2000016,-1,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
1351,9130506,99999,99999,3,1,0;0;0;2000009,0;0;0;0,"0:1,1:0;0:1,1:0",0,0,0,要道I型③,Birdge_Middle,"30,45","0,0","0,0",,1,1050301|1130101,0,9130505,1050300,10,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3","1;0,0",Birdge_Middle;要道I型③;0//c0;2000009|Rock3;建筑废墟;0//c0;2000016,0,,连接重要路径的基础设施，一旦被破坏将会严重影响移动效率。,本次战役中无法破坏该设施,0,
1352,9130601,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门I型①,Door_Left,"10,80","-20,0","0,0",,1,1020101,5,,1020100,6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,-1,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
1353,9130602,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门I型②,Door_Left,"10,80","-20,0","0,0",,1,1020201,0,,1020200,6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,-1,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
1354,9130603,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门I型③,Door_Left,"10,80","-20,0","0,0",,1,1020301,0,,1020300,6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,-1,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
1355,9130604,99999,99999,1,1,0;9130607;0;0,0;0;0;0,"0:0,1:0;0:0,0:0",0,0,0,控制台,Console,"40,150","-30,0","0,0",,1,,0,"9130601,9130602,9130603,9130604,9130605,9130606,9130639",1010100,7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,-1,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
1356,9130605,50,50,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:0",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,1010200,0,,1010200,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
1357,9130606,50,50,2,1,9130617;0;9130617;0,0;0;0;0,"0:0,1:0;0:0,1:0",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,0,,,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
1358,9130607,50,50,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:0",0,0,0,【标记】淹死判定兔,Hiding,"0,0","0,0","0,0",,0,9130613,0,,9130640,11,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,可进化支援净化范围内的污染源，实行净化后需要一段时间进行冷却。,本次战役中无法破坏该设施,0,
1359,9130801,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门I,Door_Left,"10,80","-20,0","0,0",,1,1020101,0,,1020100,6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,-1,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
1360,9130802,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门II,Door_Left,"10,80","-20,0","0,0",,1,1020201,0,,1020200,6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,-1,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
1361,9130803,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门III,Door_Left,"10,80","-20,0","0,0",,1,1020301,0,,1020300,6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,-1,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
1362,9130804,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,控制台I,Console,"40,150","-30,0","0,0",,1,1010101,0,"1020106,1020107,1010104,1010105",1010100,7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,-1,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
1363,9130805,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,控制台II,Console,"40,150","-30,0","0,0",,1,1010201,0,"1020206,1020207,1010204,1010205",1010200,7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,-1,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
1364,9130806,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,控制台III,Console,"40,150","-30,0","0,0",,1,1010301,0,"1020306,1020307,1010304,1010305",1010300,7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,-1,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
1365,9130901,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,控制台I,Console,"40,150","-30,0","0,0",,1,1010101,0,"1020106,1020107","1010100,1020101",7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,-1,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
1366,9130902,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,控制台II,Console,"40,150","-30,0","0,0",,1,1010201,0,"1020206,1020207","1010200,1020201",7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,-1,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
1367,9130903,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,控制台III,Console,"40,150","-30,0","0,0",,1,1010301,0,"1020306,1020307","1010300,1020301",7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,-1,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
1368,9130904,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,控制台IV,Console,"40,150","-30,0","0,0",,1,1010401,0,"1020406,1020407","1010400,1020401",7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,-1,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
1369,9130905,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,控制台V,Console,"40,150","-30,0","0,0",,1,1010501,0,"1020506,1020507","1010500,1020501",7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,-1,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
1370,9130906,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,控制台VI,Console,"40,150","-30,0","0,0",,1,1010601,0,"1020606,1020607","1010600,1020601",7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,-1,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
1371,9130907,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,控制台VII,Console,"40,150","-30,0","0,0",,1,1010701,0,"1020706,1020707","1010700,1020701",7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,-1,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
1372,9130908,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,控制台VIII,Console,"40,150","-30,0","0,0",,1,1010801,0,"1020806,1020807","1010800,1020801",7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,-1,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
1373,9130909,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门I,Door_Left,"10,80","-20,0","0,0",,1,1020101,1,9130902,"1020100,1020101,1000001",6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
1374,9130910,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门II,Door_Left,"10,80","-20,0","0,0",,1,1020201,1,9130903,"1020200,1020201,1000001",6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
1375,9130911,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门III,Door_Left,"10,80","-20,0","0,0",,1,1020301,1,9130904,"1020300,1020301,1000001",6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
1376,9130912,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门IV,Door_Left,"10,80","-20,0","0,0",,1,1020401,1,9130905,"1020400,1020401,1000001",6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
1377,9130913,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门V,Door_Left,"10,80","-20,0","0,0",,1,1020501,1,"9130906,9130922","1020500,1020501,1000001",6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
1378,9130914,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门VI,Door_Left,"10,80","-20,0","0,0",,1,1020601,1,"9130907,9130921","1020600,1020601,1000001",6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
1379,9130915,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门VII,Door_Left,"10,80","-20,0","0,0",,1,1020701,1,"9130908,9130921","1020700,1020701,1000001",6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
1380,9130916,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门VIII,Door_Left,"10,80","-20,0","0,0",,1,1020801,1,"9130909,9130922","1020800,1020801,1000001",6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
1381,9130917,99999,99999,1,1,0;9130901;0;9130901,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"45,100","-30,0","0,0",,1,1000009,7,"1030101,9130901,9130918,9130920","1030100,1000071",8,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,Boomer;弃置歌利亚I;0//c0;2000007,-1,,由于不明原因被弃置的歌利亚单位，拾取并重新激活后可用于爆破指定设施。,本次战役中无法破坏该设施,0,
1382,9130918,99999,99999,3,1,0;0;0;0,0;0;0;0,"0:1,1:1;0:1,1:0",0,0,0,EMP手雷,Build_PortableEMP,"15,180","-30,0","0,0",,1,1000060,0,1140101,"1140100,1000060",17,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,便携式的EMP工具，可以对单个指定单位造成EMP冲击，造成战斗力下降、不能移动等效果。,本次战役中无法破坏该设施,0,
1383,9130919,50,50,1,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,1,9130910,"1000100,1000070",5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
1384,9130920,50,50,1,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,1,9130911,"1000200,1000070",5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
1385,9130921,50,50,1,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,1,9130912,"1000300,1000070",5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
1386,9130922,50,50,1,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,1,9130913,"1000400,1000070",5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
1387,9130923,50,50,1,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,1,9130914,"1000500,1000070",5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
1388,9130924,50,50,1,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,1,9130915,"1000600,1000070",5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
1389,9130925,50,50,1,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,,1,9130916,"1000700,1000070",5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
