,id,gun_id,gun_level,location,position,life,pow,hit,dodge,rate,skill1,skill2,number,equip1,equip2,equip3,skin,eat_lv,if_modification
1013,1031,64,100,1,8,635,29,38,35,22,10,0,5,0,0,0,1904,100,2
1014,1032,64,100,1,8,635,29,38,35,22,10,0,5,0,0,0,2407,100,2
1015,1033,64,100,1,8,635,29,38,35,22,10,0,5,0,0,0,2806,100,2
1016,1034,64,100,1,8,635,29,38,35,22,10,0,5,0,0,0,3603,100,2
1017,1035,9063,100,1,8,1188,87,6500,98,141,1,0,1,0,0,0,0,100,2
1018,1036,205,100,2,12,580,88,110,93,78,10,0,5,0,0,0,0,100,2
1019,1037,293,100,3,14,550,89,9600,95,77,10,0,5,0,0,0,0,100,2
1020,1038,292,100,4,9,825,107,83,82,96,10,0,5,0,0,0,0,100,2
1021,1039,205,100,1,7,580,88,110,93,78,10,0,5,0,0,0,0,100,2
1022,1040,293,100,2,9,550,89,96,95,77,10,0,5,0,0,0,0,100,2
1023,1041,205,100,1,7,580,138,11000,93,128,10,0,5,0,0,0,0,100,2
1024,1042,292,100,2,12,825,107,8300,82,96,10,0,5,0,0,0,0,100,2
1025,1043,293,100,1,8,550,139,9600,145,127,10,0,5,0,0,0,0,100,2
1026,1044,9063,100,1,8,1188,87,65,98,141,1,0,1,0,0,0,0,100,2
1027,1045,206,100,2,7,550,38,55,46,28,10,0,5,0,0,0,0,100,2
1028,1046,293,100,3,9,550,89,96,95,77,10,0,5,0,0,0,0,100,2
1029,1047,292,100,4,14,825,107,83,82,96,10,0,5,0,0,0,0,100,2
1030,1048,9063,100,1,8,1188,137,6500,98,41,1,0,1,0,0,0,0,100,2
1031,1049,206,100,2,7,550,88,5500,46,28,10,0,5,0,0,0,0,100,2
1032,1050,205,100,3,12,580,88,6000,43,28,10,0,5,0,0,0,0,100,2
1033,1051,293,100,4,14,550,89,4600,45,27,10,0,5,0,0,0,0,100,2
1034,1052,292,100,5,9,825,107,3300,32,46,10,0,5,0,0,0,0,100,2
1035,1053,331,100,1,8,66,137,6500,113,20,1,0,1,0,0,0,0,100,2
1036,1054,332,100,2,7,350,88,5500,81,17,10,0,5,0,0,0,0,100,2
1037,1055,333,100,3,12,1015,88,6000,56,26,10,0,5,0,0,0,0,100,2
1038,1056,334,100,4,14,485,89,4600,33,12,10,0,5,0,0,0,0,100,2
1039,1057,335,100,5,9,550,107,3300,41,20,10,0,5,0,0,0,0,100,2
1040,1058,9063,100,1,8,1188,87,6500,248,141,1,0,1,0,0,0,0,100,2
1041,1059,205,100,2,12,580,138,110,93,78,10,0,5,0,0,0,0,100,2
1042,1060,293,100,3,14,550,139,9600,95,77,10,0,5,0,0,0,0,100,2
1043,1061,231,100,1,8,440,604,868,126,62,10,0,5,0,0,0,2407,100,2
1044,1062,9071,50,1,8,888,180,33,49,20,1,0,1,0,0,0,0,50,0
1045,1063,9072,90,1,8,1128,180,59,88,37,1,0,1,0,0,0,0,90,0
1046,1064,9077,100,1,8,880,180,11,72,25,1,0,1,0,0,0,0,100,0
1047,1065,341,100,1,8,1100,36,20,61,30,10,0,5,3004,3032,3058,0,100,0
1048,1066,9080,100,1,8,888,1,1,1,1,1,0,1,0,0,0,0,100,0
1049,1067,20057,120,1,9,575,180,55,52,30,10,10,5,3004,3032,3058,0,120,3
1050,1068,20056,120,2,7,610,180,50,46,29,10,10,5,3004,3032,3058,0,120,3
1051,1069,20143,120,3,13,1115,180,15,76,34,10,10,5,3040,3072,3066,0,120,3
1052,1070,9071,90,1,8,1128,180,59,88,37,1,0,1,0,0,0,0,90,0
1053,1071,341,90,2,13,1045,16,10,55,27,10,0,5,0,0,0,0,90,0
1054,1072,343,90,3,7,535,28,38,35,23,10,0,5,0,0,0,0,90,0
1055,1073,345,90,4,9,825,61,21,21,38,10,0,5,0,0,0,0,90,0
1056,1074,9071,100,1,8,1188,87,260,98,82,10,0,1,3044,0,0,0,100,0
1057,1075,9077,100,1,8,4400,36,44,72,25,10,0,5,0,0,0,0,100,0
1058,1076,9055,100,1,8,429,19,40,57,16,10,0,1,0,0,0,0,100,0
1059,1077,9073,100,1,13,220,17,9,9,8,10,0,1,0,0,0,0,100,0
1060,1078,9074,100,1,13,1100,3900,90,9,80,10,0,1,3044,3044,3044,0,100,0
1061,1079,9075,100,2,8,150,15,36,53,14,10,0,1,0,0,0,0,100,0
1062,1080,318,100,1,7,580,38,48,41,27,10,0,5,0,0,0,0,100,0
1063,1081,315,100,2,13,925,18,13,72,28,10,0,5,0,0,0,0,100,0
1064,1082,316,100,3,8,400,92,78,26,14,10,0,5,0,0,0,0,100,0
1065,1083,257,100,4,9,440,96,85,27,12,10,0,5,0,0,0,0,100,0
1066,1084,20055,120,1,8,550,37,50,50,30,10,10,5,3106,3032,3159,0,120,3
1067,1085,20057,120,2,9,525,37,55,52,30,10,10,5,3106,3032,3159,0,120,3
1068,1086,20056,120,3,7,550,38,50,46,29,10,10,5,3106,3032,3159,0,120,3
1069,1087,54,100,4,14,605,29,40,38,23,10,0,5,3106,3032,3159,0,100,0
1070,1088,20143,120,5,13,1015,20,15,76,34,10,10,5,3092,3072,3125,0,120,3
1071,1089,20103,120,1,13,950,20,14,77,30,10,10,5,3092,3072,3125,0,120,3
1072,1090,20101,120,2,14,880,20,17,83,32,10,10,5,3092,3072,3156,0,120,3
1073,1091,20065,120,3,7,605,41,52,47,30,10,10,5,3106,3032,3159,0,120,3
1074,1092,20122,120,4,9,605,35,48,44,36,10,10,5,3004,3032,3058,0,120,3
1075,1093,20055,120,1,8,550,37,50,50,30,10,10,5,3106,3032,3159,0,120,3
1076,1094,20057,120,1,9,525,37,55,52,30,10,10,5,3106,3032,3159,0,120,3
1077,1095,20056,120,1,7,550,38,50,46,29,10,10,5,3106,3032,3159,0,120,3
1078,1096,54,100,1,14,605,29,40,38,23,10,0,5,3106,3032,3159,0,100,0
1079,1097,20143,120,1,13,1015,20,15,76,34,10,10,5,3092,3072,3125,0,120,3
1080,1098,9076,100,1,8,150,15,36,53,14,10,0,1,0,0,0,0,100,0
1081,1099,20057,120,2,9,525,37,55,52,30,10,10,5,3106,3032,3159,0,120,3
1082,1100,20056,120,3,7,550,38,50,46,29,10,10,5,3106,3032,3159,0,120,3
1083,1101,20143,120,1,13,1015,20,15,76,34,10,10,5,3092,3072,3125,0,120,3
1084,1102,9079,100,1,13,50,19,40,57,16,1,0,1,0,0,0,0,100,0
1085,1103,9075,100,1,8,150,15,36,53,14,10,0,1,0,0,0,0,100,0
1086,1104,16,100,1,13,1190,19,10,48,25,10,0,5,3040,3072,3066,0,100,0
1087,1105,20221,120,2,8,360,24,53,89,21,10,10,5,3066,3072,3040,0,120,3
1088,1106,294,100,3,12,430,19,58,72,20,10,0,5,3066,3072,3040,0,100,0
1089,1107,48,100,4,9,440,83,72,26,13,10,0,5,3020,3004,3090,0,100,0
1090,1108,20053,120,5,7,465,131,83,30,13,10,10,5,3020,3004,3090,0,120,3
1091,1109,9086,100,1,9,999,18,8,8,12,10,0,5,0,0,0,0,100,0
1092,1110,9087,100,1,9,999,18,8,8,12,10,0,5,0,0,0,0,100,0
1093,1111,9088,100,1,9,999,18,8,8,12,10,0,5,0,0,0,0,100,0
1094,1112,20293,120,1,8,640,100,55,54,33,10,10,5,3004,3032,3058,0,120,3
1095,1113,20205,120,2,7,640,100,73,51,36,10,10,5,3004,3032,3058,0,120,3
1096,1114,341,100,1,9,1100,18,11,61,30,10,0,5,3040,3072,3066,0,100,0
1097,1115,357,100,2,9,365,22,68,68,19,10,0,5,3066,3072,3040,0,100,0
1098,1116,361,100,3,9,605,36,44,40,25,10,0,5,3004,3032,3058,0,100,0
1099,1117,9098,100,1,8,1210,600,200,500,500,1,0,1,0,0,0,0,100,0
1100,1118,9099,100,1,8,2419,300,100,100,300,1,0,1,0,0,0,0,100,0
1101,1119,9010,100,2,17,1650,100,100,100,100,1,0,5,0,0,0,0,100,0
1102,1120,9010,100,3,19,1650,100,100,100,100,1,0,5,0,0,0,0,100,0
1103,1121,9001,100,1,9,550,0,0,0,0,1,0,5,0,0,0,0,100,0
1104,1122,20103,120,1,13,1050,20,14,77,30,10,10,5,3040,3072,3066,0,120,3
1105,1123,20114,120,2,14,440,24,76,100,22,10,10,5,3224,3072,3058,0,120,3
1106,1124,20122,120,3,9,670,35,48,44,36,10,0,5,3004,3224,3032,0,120,3
1107,1125,20171,120,4,8,640,51,49,42,28,10,0,5,3004,3224,3032,0,120,3
1108,1126,172,90,5,7,525,47,61,44,20,10,0,5,3004,3224,3032,0,100,0
1109,1127,20097,120,1,13,430,24,58,77,27,10,10,5,3224,3072,3058,0,120,3
1110,1128,242,100,2,12,350,18,58,97,21,10,0,5,3224,3072,3058,0,100,0
1111,1129,266,100,3,9,405,89,86,30,14,10,0,5,3020,3040,3090,0,100,0
1112,1130,142,100,4,8,315,20,50,85,22,10,0,5,3224,3072,3058,0,100,0
1113,1131,316,100,5,7,400,92,78,26,14,10,0,5,3020,3040,3090,0,100,0
1114,1132,97,70,1,13,260,13,34,42,16,10,10,4,0,0,0,0,70,0
1115,1133,234,70,2,14,612,12,9,53,21,10,10,4,0,0,0,0,70,0
1116,1134,242,70,3,12,236,13,40,68,15,10,0,4,0,0,0,0,70,0
1117,1135,272,70,4,9,248,19,35,40,14,10,0,4,0,0,0,0,70,0
1118,1136,4,70,5,8,236,19,50,51,13,10,0,4,0,0,0,0,70,0
1119,1137,104,90,1,13,965,17,10,50,21,10,0,5,0,0,0,0,90,0
1120,1138,234,90,2,14,855,15,12,68,26,10,0,5,0,0,0,0,90,0
1121,1139,122,90,3,9,575,24,35,32,26,10,0,5,0,0,0,0,90,0
1122,1140,171,90,4,8,525,38,35,31,20,10,0,5,0,0,0,0,90,0
1123,1141,172,90,5,7,500,43,55,40,18,10,0,5,0,0,0,0,90,0
1124,1142,97,90,1,13,365,17,43,54,21,10,0,5,0,0,0,0,90,0
1125,1143,242,90,2,12,330,16,52,88,19,10,0,5,0,0,0,0,90,0
1126,1144,266,90,3,9,385,80,77,27,12,10,0,5,0,0,0,0,90,0
1127,1145,142,90,4,8,300,18,45,76,20,10,0,5,0,0,0,0,90,0
1128,1146,316,90,5,7,380,82,70,23,12,10,0,5,0,0,0,0,90,0
1129,1147,323,90,1,18,1305,13,11,8,8,10,0,5,0,0,0,0,90,0
1130,1148,8,90,2,12,300,16,49,76,19,10,0,5,0,0,0,0,90,0
1131,1149,339,90,3,9,785,55,27,28,40,10,0,5,0,0,0,0,90,0
1132,1150,125,90,4,8,865,50,27,27,44,10,0,5,0,0,0,0,90,0
1133,1151,276,90,5,7,940,61,17,16,31,10,0,5,0,0,0,0,90,0
1134,1152,20104,120,1,13,1165,24,14,70,29,10,10,5,3040,3072,3066,0,120,3
1135,1153,234,100,2,14,900,17,13,75,29,10,10,5,3224,3072,3058,0,100,3
1136,1154,20122,120,3,9,670,35,48,44,36,10,10,5,3004,3224,3032,0,120,3
1137,1155,20171,120,4,8,640,51,49,42,28,10,10,5,3004,3224,3032,0,120,3
1138,1156,172,100,5,7,525,47,61,44,20,10,0,5,3004,3224,3032,0,100,0
1139,1157,20097,120,1,13,430,24,58,77,27,10,10,5,3224,3072,3058,0,120,3
1140,1158,242,100,2,12,350,18,58,97,21,10,0,5,3224,3072,3058,0,100,0
1141,1159,266,100,3,9,405,89,86,30,14,10,0,5,3020,3040,3090,0,100,0
1142,1160,142,100,4,8,315,20,50,85,22,10,0,5,3224,3072,3058,0,100,0
1143,1161,316,100,5,7,400,92,78,26,14,10,0,5,3020,3040,3090,0,100,0
1144,1162,323,100,1,18,1375,14,12,9,8,10,0,5,3044,3076,3012,0,100,0
1145,1163,20008,120,2,12,365,22,65,106,25,10,10,5,3224,3072,3058,0,120,3
1146,1164,339,100,3,9,825,61,30,32,44,10,0,5,3224,3098,3068,0,100,0
1147,1165,20125,120,4,8,1000,72,38,36,59,10,10,5,3224,3098,3068,0,120,3
1148,1166,276,100,5,7,990,68,19,18,34,10,0,5,3224,3098,3068,0,100,0
1149,1167,9010,100,1,17,1650,80,100,100,100,1,0,5,0,0,0,0,100,0
1150,1168,9010,100,2,19,1650,80,100,100,100,1,0,5,0,0,0,0,100,0
1151,1169,9003,100,3,7,1240,100,100,100,100,1,0,5,0,0,0,0,100,0
1152,1170,9003,100,4,8,1240,100,100,100,100,1,0,5,0,0,0,0,100,0
1153,1171,9003,100,5,9,1240,100,100,100,100,1,0,5,0,0,0,0,100,0
1154,1172,20293,120,1,8,640,330,100,130,300,10,10,5,3004,3032,3058,0,120,3
1155,1173,20205,120,2,7,640,330,100,130,300,10,10,5,3004,3032,3058,0,120,3
1156,1174,9010,100,2,17,1650,80,100,100,100,1,0,5,0,0,0,0,100,0
1157,1175,9010,100,3,19,1650,80,100,100,100,1,0,5,0,0,0,0,100,0
1158,3001,138,100,1,9,605,45,32,29,18,10,10,5,3004,3032,3058,0,100,0
1159,3002,7,100,2,8,415,17,38,57,20,10,10,5,3066,3072,3040,0,100,0
1160,3003,193,100,3,7,620,34,38,35,24,10,10,5,3004,3032,3058,0,100,0
1161,3004,136,100,4,14,880,16,12,64,28,10,10,5,3040,3072,3066,0,100,0
1162,3005,23,100,5,13,795,16,11,75,31,10,10,5,3040,3072,3066,0,100,0
1163,3006,69,100,1,9,605,27,41,34,24,10,10,5,3004,3032,3058,0,100,0
1164,3007,212,100,2,8,330,18,45,70,19,10,10,5,3066,3072,3040,0,100,0
1165,3008,262,100,3,7,595,36,42,42,19,10,10,5,3004,3032,3058,0,100,0
1166,3009,27,100,4,14,795,15,11,72,30,10,10,5,3040,3072,3066,0,100,0
1167,3010,19,100,5,13,705,16,11,78,29,10,10,5,3040,3072,3066,0,100,0
1168,3011,138,100,1,9,605,45,32,29,18,10,10,5,3004,3032,3058,0,100,0
1169,3012,7,100,2,8,415,17,38,57,20,10,10,5,3066,3072,3040,0,100,0
1170,3013,170,100,3,7,550,43,36,32,20,10,10,5,3004,3032,3058,0,100,0
1171,3014,225,100,4,14,900,21,14,64,20,10,10,5,3040,3072,3066,0,100,0
1172,3015,26,100,5,13,840,18,11,58,26,10,10,5,3040,3072,3066,0,100,0
1173,3016,227,100,1,9,565,33,43,32,24,10,10,5,3004,3032,3058,0,100,0
1174,3017,13,100,2,8,315,19,40,69,19,10,10,5,3066,3072,3040,0,100,0
1175,3018,274,100,3,7,580,36,48,42,27,10,10,5,3004,3032,3058,0,100,0
1176,3019,169,100,4,14,840,18,10,58,26,10,10,5,3040,3072,3066,0,100,0
1177,3020,267,100,5,13,970,19,11,52,25,10,10,5,3040,3072,3066,0,100,0
1178,3021,187,100,1,9,580,32,42,33,24,10,10,5,3004,3032,3058,0,100,0
1179,3022,1,100,2,8,400,24,43,67,16,10,10,5,3066,3072,3040,0,100,0
1180,3023,72,100,3,7,525,31,42,38,25,10,10,5,3004,3032,3058,0,100,0
1181,3024,169,100,4,14,840,18,10,58,26,10,10,5,3040,3072,3066,0,100,0
1182,3025,143,100,5,13,970,16,12,61,29,10,10,5,3040,3072,3066,0,100,0
1183,3026,252,100,1,9,440,104,69,26,11,10,10,5,3020,3004,3090,0,100,0
1184,3027,212,100,2,8,330,18,45,70,19,10,10,5,3066,3072,3040,0,100,0
1185,3028,261,100,3,7,420,84,77,36,15,10,10,5,3020,3004,3090,0,100,0
1186,3029,269,100,4,14,350,20,54,74,18,10,10,5,3066,3072,3040,0,100,0
1187,3030,14,100,5,13,400,21,39,59,17,10,10,5,3066,3072,3040,0,100,0
1188,3031,201,100,1,9,440,92,67,24,10,10,10,5,3020,3004,3090,0,100,0
1189,3032,126,100,2,8,365,21,54,65,21,10,10,5,3066,3072,3040,0,100,0
1190,3033,147,100,3,7,400,83,72,34,10,10,10,5,3020,3004,3090,0,100,0
1191,3034,269,100,4,14,350,20,54,74,18,10,10,5,3066,3072,3040,0,100,0
1192,3035,212,100,5,13,330,18,45,70,19,10,10,5,3066,3072,3040,0,100,0
1193,3036,36,100,1,9,420,83,63,35,11,10,10,5,3020,3004,3090,0,100,0
1194,3037,210,100,2,8,380,21,43,59,17,10,10,5,3066,3072,3040,0,100,0
1195,3038,270,100,3,7,420,72,65,32,13,10,10,5,3020,3004,3090,0,100,0
1196,3039,1,100,4,14,400,24,43,67,16,10,10,5,3066,3072,3040,0,100,0
1197,3040,13,100,5,13,315,19,40,69,19,10,10,5,3066,3072,3040,0,100,0
1198,3041,128,100,1,9,440,105,72,28,11,10,10,5,3020,3004,3090,0,100,0
1199,3042,212,100,2,8,330,18,45,70,19,10,10,5,3066,3072,3040,0,100,0
1200,3043,44,100,3,7,420,77,64,24,12,10,10,5,3020,3004,3090,0,100,0
1201,3044,113,100,4,14,350,21,50,59,19,10,10,5,3066,3072,3040,0,100,0
1202,3045,12,100,5,13,415,17,35,52,18,10,10,5,3066,3072,3040,0,100,0
1203,3046,43,100,1,9,400,83,70,29,12,10,10,5,3020,3004,3090,0,100,0
1204,3047,1,100,2,8,400,24,43,67,16,10,10,5,3066,3072,3040,0,100,0
1205,3048,37,100,3,7,420,67,61,23,13,10,10,5,3020,3004,3090,0,100,0
1206,3049,99,100,4,14,400,18,46,57,19,10,10,5,3066,3072,3040,0,100,0
1207,3050,8,100,5,13,315,17,54,85,21,10,10,5,3066,3072,3040,0,100,0
1208,3051,86,100,1,9,825,58,20,22,42,10,10,5,3020,3004,3068,0,100,0
1209,3052,89,100,2,8,870,57,27,24,33,10,10,5,3020,3004,3068,0,100,0
1210,3053,80,100,3,7,910,60,22,19,30,10,10,5,3020,3004,3068,0,100,0
1211,3054,190,100,4,19,1265,20,10,9,8,10,10,5,3044,3076,3004,0,100,0
1212,3055,154,100,5,18,1320,18,9,8,8,10,10,5,3044,3076,3004,0,100,0
1213,3056,249,100,1,9,845,55,27,24,39,10,10,5,3020,3004,3068,0,100,0
1214,3057,84,100,2,8,825,54,30,30,41,10,10,5,3020,3004,3068,0,100,0
1215,3058,86,100,3,7,825,58,20,22,42,10,10,5,3020,3004,3068,0,100,0
1216,3059,159,100,4,19,1210,18,9,11,8,10,10,5,3044,3076,3004,0,100,0
1217,3060,278,100,5,18,1210,21,11,11,9,10,10,5,3044,3076,3004,0,100,0
1218,3061,79,100,1,9,785,53,31,32,49,10,10,5,3020,3004,3068,0,100,0
1219,3062,77,100,2,8,1075,60,15,13,28,10,10,5,3020,3004,3068,0,100,0
1220,3063,195,100,3,7,745,52,30,30,45,10,10,5,3020,3004,3068,0,100,0
1221,3064,158,100,4,19,1375,23,7,8,7,10,10,5,3044,3076,3004,0,100,0
1222,3065,152,100,5,18,1265,21,9,9,8,10,10,5,3044,3076,3004,0,100,0
1223,3066,264,100,1,9,870,66,30,26,27,10,10,5,3020,3004,3068,0,100,0
1224,3067,88,100,2,8,990,53,22,18,40,10,10,5,3020,3004,3068,0,100,0
1225,3068,199,100,3,7,870,57,22,20,35,10,10,5,3020,3004,3068,0,100,0
1226,3069,99,100,4,13,400,18,46,57,19,10,10,5,3066,3072,3040,0,100,0
1227,3070,189,100,5,18,1300,17,9,8,11,10,10,5,3044,3076,3004,0,100,0
1228,3071,77,100,1,9,1075,60,15,13,28,10,10,5,3020,3004,3068,0,100,0
1229,3072,80,100,2,8,910,60,22,19,30,10,10,5,3020,3004,3068,0,100,0
1230,3073,271,100,3,7,825,50,26,30,44,10,10,5,3020,3004,3068,0,100,0
1231,3074,152,100,4,19,1265,21,9,9,8,10,10,5,3044,3076,3004,0,100,0
1232,3075,159,100,5,18,1210,18,9,11,8,10,10,5,3044,3076,3004,0,100,0
1233,3501,1,100,1,7,400,24,43,67,16,10,10,5,3066,3072,3040,0,100,0
1234,3502,3,100,1,7,380,18,48,57,19,10,10,5,3066,3072,3040,0,100,0
1235,3503,6,100,1,7,430,19,40,57,16,10,10,5,3066,3072,3040,0,100,0
1236,3504,7,100,1,7,415,17,38,57,20,10,10,5,3066,3072,3040,0,100,0
1237,3505,8,100,1,7,315,17,54,85,21,10,10,5,3066,3072,3040,0,100,0
1238,3506,11,100,1,7,350,20,40,71,19,10,10,5,3066,3072,3040,0,100,0
1239,3507,12,100,1,7,415,17,35,52,18,10,10,5,3066,3072,3040,0,100,0
1240,3508,13,100,1,7,315,19,40,69,19,10,10,5,3066,3072,3040,0,100,0
1241,3509,14,100,1,7,400,21,39,59,17,10,10,5,3066,3072,3040,0,100,0
1242,3510,15,100,1,7,315,18,50,75,19,10,10,5,3066,3072,3040,0,100,0
1243,3511,96,100,1,7,430,25,45,58,18,10,10,5,3066,3072,3040,0,100,0
1244,3512,97,100,1,7,380,19,48,59,23,10,10,5,3066,3072,3040,0,100,0
1245,3513,98,100,1,7,380,23,54,66,17,10,10,5,3066,3072,3040,0,100,0
1246,3514,99,100,1,7,400,18,46,57,19,10,10,5,3066,3072,3040,0,100,0
1247,3515,100,100,1,7,315,20,54,72,19,10,10,5,3066,3072,3040,0,100,0
1248,3516,113,100,1,7,350,21,50,59,19,10,10,5,3066,3072,3040,0,100,0
1249,3517,114,100,1,7,400,19,63,80,19,10,10,5,3066,3072,3040,0,100,0
1250,3518,123,100,1,7,300,19,48,75,19,10,10,5,3066,3072,3040,0,100,0
1251,3519,126,100,1,7,365,21,54,65,21,10,10,5,3066,3072,3040,0,100,0
1252,3520,132,100,1,7,300,18,54,85,21,10,10,5,3066,3072,3040,0,100,0
1253,3521,140,100,1,7,285,16,59,99,23,10,10,5,3066,3072,3040,0,100,0
1254,3522,142,100,1,7,315,20,50,85,22,10,10,5,3066,3072,3040,0,100,0
1255,3523,166,100,1,7,330,22,54,65,22,10,10,5,3066,3072,3040,0,100,0
1256,3524,167,100,1,7,330,21,50,69,17,10,10,5,3066,3072,3040,0,100,0
1257,3525,168,100,1,7,350,21,52,62,19,10,10,5,3066,3072,3040,0,100,0
1258,3526,183,100,1,7,330,32,76,73,17,10,10,5,3066,3072,3040,0,100,0
1259,3527,186,100,1,7,365,18,50,54,19,10,10,5,3066,3072,3040,0,100,0
1260,3528,202,100,1,7,430,30,50,53,13,10,10,5,3066,3072,3040,0,100,0
1261,3529,210,100,1,7,380,21,43,59,17,10,10,5,3066,3072,3040,0,100,0
1262,3530,212,100,1,7,330,18,45,70,19,10,10,5,3066,3072,3040,0,100,0
1263,3531,220,100,1,7,350,21,46,62,19,10,10,5,3066,3072,3040,0,100,0
1264,3532,221,100,1,7,350,20,41,74,16,10,10,5,3066,3072,3040,0,100,0
1265,3533,4,100,1,7,350,27,72,73,18,10,10,5,3066,3072,3040,0,100,0
1266,3534,232,100,1,7,320,17,54,87,20,10,10,5,3066,3072,3040,0,100,0
1267,3535,233,100,1,7,340,23,61,82,20,10,10,5,3066,3072,3040,0,100,0
1268,3536,244,100,1,7,415,17,39,54,19,10,10,5,3066,3072,3040,0,100,0
1269,3537,248,100,1,7,380,19,43,55,18,10,10,5,3066,3072,3040,0,100,0
1270,3538,242,100,1,7,350,18,58,97,21,10,10,5,3066,3072,3040,0,100,0
1271,3539,250,100,1,7,360,21,53,76,20,10,10,5,3066,3072,3040,0,100,0
1272,3540,260,100,1,7,350,23,57,67,22,10,10,5,3066,3072,3040,0,100,0
1273,3541,269,100,1,7,350,20,54,74,18,10,10,5,3066,3072,3040,0,100,0
1274,3542,272,100,1,7,365,27,50,58,19,10,10,5,3066,3072,3040,0,100,0
1275,3543,277,100,1,7,330,20,47,66,20,10,10,5,3066,3072,3040,0,100,0
1276,3544,16,100,1,7,1190,19,10,48,25,10,10,5,3040,3072,3066,0,100,0
1277,3545,18,100,1,7,880,17,9,59,28,10,10,5,3040,3072,3066,0,100,0
1278,3546,19,100,1,7,705,16,11,78,29,10,10,5,3040,3072,3066,0,100,0
1279,3547,20,100,1,7,925,18,9,61,30,10,10,5,3040,3072,3066,0,100,0
1280,3548,22,100,1,7,880,20,11,56,22,10,10,5,3040,3072,3066,0,100,0
1281,3549,23,100,1,7,795,16,11,75,31,10,10,5,3040,3072,3066,0,100,0
1282,3550,26,100,1,7,840,18,11,58,26,10,10,5,3040,3072,3066,0,100,0
1283,3551,27,100,1,7,795,15,11,72,30,10,10,5,3040,3072,3066,0,100,0
1284,3552,29,100,1,7,925,17,13,66,26,10,10,5,3040,3072,3066,0,100,0
1285,3553,32,100,1,7,795,15,9,69,33,10,10,5,3040,3072,3066,0,100,0
1286,3554,101,100,1,7,880,16,12,66,27,10,10,5,3040,3072,3066,0,100,0
1287,3555,103,100,1,7,925,17,11,64,25,10,10,5,3040,3072,3066,0,100,0
1288,3556,104,100,1,7,1015,19,11,55,23,10,10,5,3040,3072,3066,0,100,0
1289,3557,115,100,1,7,1100,17,13,48,28,10,10,5,3040,3072,3066,0,100,0
1290,3558,116,100,1,7,840,18,13,67,25,10,10,5,3040,3072,3066,0,100,0
1291,3559,127,100,1,7,970,19,10,60,25,10,10,5,3040,3072,3066,0,100,0
1292,3560,131,100,1,7,970,14,11,58,28,10,10,5,3040,3072,3066,0,100,0
1293,3561,135,100,1,7,970,18,10,57,25,10,10,5,3040,3072,3066,0,100,0
1294,3562,136,100,1,7,880,16,12,64,28,10,10,5,3040,3072,3066,0,100,0
1295,3563,143,100,1,7,970,16,12,61,29,10,10,5,3040,3072,3066,0,100,0
1296,3564,144,100,1,7,1015,15,11,51,25,10,10,5,3040,3072,3066,0,100,0
1297,3565,150,100,1,7,840,15,12,69,30,10,10,5,3040,3072,3066,0,100,0
1298,3566,169,100,1,7,840,18,10,58,26,10,10,5,3040,3072,3066,0,100,0
1299,3567,176,100,1,7,750,17,12,66,28,10,10,5,3040,3072,3066,0,100,0
1300,3568,102,100,1,7,900,17,12,65,26,10,10,5,3040,3072,3066,0,100,0
1301,3569,177,100,1,7,950,15,9,63,27,10,10,5,3040,3072,3066,0,100,0
1302,3570,178,100,1,7,1060,16,12,52,25,10,10,5,3040,3072,3066,0,100,0
1303,3571,191,100,1,7,1015,16,13,56,24,10,10,5,3040,3072,3066,0,100,0
1304,3572,137,100,1,7,970,16,11,58,25,10,10,5,3040,3072,3066,0,100,0
1305,3573,28,100,1,7,990,18,11,59,26,10,10,5,3040,3072,3066,0,100,0
1306,3574,203,100,1,7,990,19,11,50,22,10,10,5,3040,3072,3066,0,100,0
1307,3575,209,100,1,7,950,16,12,62,22,10,10,5,3040,3072,3066,0,100,0
1308,3576,213,100,1,7,925,20,13,65,27,10,10,5,3040,3072,3066,0,100,0
1309,3577,218,100,1,7,925,14,9,59,26,10,10,5,3040,3072,3066,0,100,0
1310,3578,224,100,1,7,950,18,13,65,26,10,10,5,3040,3072,3066,0,100,0
1311,3579,59,100,1,7,970,21,11,57,24,10,10,5,3040,3072,3066,0,100,0
1312,3580,225,100,1,7,900,21,14,64,20,10,10,5,3040,3072,3066,0,100,0
1313,3581,234,100,1,7,900,17,13,75,29,10,10,5,3040,3072,3066,0,100,0
1314,3582,228,100,1,7,1060,18,12,58,24,10,10,5,3040,3072,3066,0,100,0
1315,3583,245,100,1,7,950,19,13,72,30,10,10,5,3040,3072,3066,0,100,0
1316,3584,251,100,1,7,970,20,11,57,26,10,10,5,3040,3072,3066,0,100,0
1317,3585,259,100,1,7,880,18,11,75,34,10,10,5,3040,3072,3066,0,100,0
1318,3586,267,100,1,7,970,19,11,52,25,10,10,5,3040,3072,3066,0,100,0
1319,3587,34,100,1,7,440,73,53,24,11,10,10,5,3020,3004,3090,0,100,0
1320,3588,35,100,1,7,420,60,67,36,12,10,10,5,3020,3004,3090,0,100,0
1321,3589,36,100,1,7,420,83,63,35,11,10,10,5,3020,3004,3090,0,100,0
1322,3590,37,100,1,7,420,67,61,23,13,10,10,5,3020,3004,3090,0,100,0
1323,3591,38,100,1,7,465,73,64,23,11,10,10,5,3020,3004,3090,0,100,0
1324,3592,39,100,1,7,440,86,75,33,10,10,10,5,3020,3004,3090,0,100,0
