,level,maxlife,pow,dodge,hit,armor_piercing,armor,shield,def,def_break
1008,50109,1008.14,22.51,16.35,25.43,45.0,83.54,1.0,1061.0,1.0
1009,50110,1031.95,22.72,16.5,25.67,45.0,84.33,1.0,1068.0,1.0
1010,50111,1055.77,22.92,16.65,25.9,45.0,85.12,1.0,1074.0,1.0
1011,50112,1079.58,23.13,16.8,26.13,46.0,85.92,1.0,1081.0,1.0
1012,50113,1103.4,23.34,16.95,26.37,46.0,86.72,1.0,1088.0,1.0
1013,50114,1127.21,23.55,17.1,26.6,47.0,87.54,1.0,1094.0,1.0
1014,50115,1151.03,23.76,17.25,26.83,47.0,88.36,1.0,1101.0,1.0
1015,50116,1174.84,23.97,17.4,27.07,47.0,89.19,1.0,1108.0,1.0
1016,50117,1198.66,24.17,17.55,27.3,48.0,90.03,1.0,1115.0,1.0
1017,50118,1222.47,24.38,17.7,27.53,48.0,90.87,1.0,1121.0,1.0
1018,50119,1246.29,24.59,17.85,27.77,49.0,91.73,1.0,1128.0,1.0
1019,50120,1270.1,24.8,18.0,28.0,49.0,92.59,1.0,1135.0,1.0
1020,50121,1312.44,25.01,18.3,28.47,50.0,93.46,1.0,1141.0,1.0
1021,50122,1354.77,25.21,18.6,28.93,50.0,94.33,1.0,1148.0,1.0
1022,50123,1397.11,25.42,18.9,29.4,51.0,95.22,1.0,1155.0,1.0
1023,50124,1439.45,25.63,19.2,29.87,51.0,96.11,1.0,1162.0,1.0
1024,50125,1481.78,25.83,19.5,30.33,52.0,97.02,1.0,1168.0,1.0
1025,50126,1524.12,26.04,19.8,30.8,52.0,97.93,1.0,1175.0,1.0
1026,50127,1566.46,26.25,20.1,31.27,53.0,98.85,1.0,1182.0,1.0
1027,50128,1608.79,26.45,20.4,31.73,53.0,99.77,1.0,1188.0,1.0
1028,50129,1651.13,26.66,20.7,32.2,54.0,100.71,1.0,1195.0,1.0
1029,50130,1693.47,26.87,21.0,32.67,54.0,101.66,1.0,1202.0,1.0
1030,50131,1735.8,27.07,21.3,33.13,55.0,102.61,1.0,1209.0,1.0
1031,50132,1778.14,27.28,21.6,33.6,55.0,103.57,1.0,1215.0,1.0
1032,50133,1820.48,27.49,21.9,34.07,56.0,104.55,1.0,1222.0,1.0
1033,50134,1862.81,27.69,22.2,34.53,56.0,105.53,1.0,1229.0,1.0
1034,50135,1905.15,27.9,22.5,35.0,57.0,106.52,1.0,1235.0,1.0
1035,50136,1947.49,28.11,22.8,35.47,57.0,107.52,1.0,1242.0,1.0
1036,50137,1989.82,28.31,23.1,35.93,58.0,108.53,1.0,1249.0,1.0
1037,50138,2032.16,28.52,23.4,36.4,58.0,109.55,1.0,1256.0,1.0
1038,50139,2074.5,28.73,23.7,36.87,59.0,110.57,1.0,1262.0,1.0
1039,50140,2116.83,28.93,24.0,37.33,59.0,111.61,1.0,1269.0,1.0
1040,50141,2159.17,29.14,24.3,37.8,60.0,112.17,1.0,1276.0,1.0
1041,50142,2201.51,29.35,24.6,38.27,60.0,112.73,1.0,1282.0,1.0
1042,50143,2243.84,29.55,24.9,38.73,61.0,113.29,1.0,1289.0,1.0
1043,50144,2286.18,29.76,25.2,39.2,61.0,113.86,1.0,1296.0,1.0
1044,50145,2328.52,29.97,25.5,39.67,62.0,114.43,1.0,1303.0,1.0
1045,50146,2370.85,30.17,25.8,40.13,62.0,115.0,1.0,1309.0,1.0
1046,50147,2413.19,30.38,26.1,40.6,63.0,115.58,1.0,1316.0,1.0
1047,50148,2455.53,30.59,26.4,41.07,63.0,116.16,1.0,1323.0,1.0
1048,50149,2497.86,30.79,26.7,41.53,64.0,116.74,1.0,1329.0,1.0
1049,50150,2540.2,31.0,27.0,42.0,64.0,117.32,1.0,1336.0,1.0
1050,50151,2560.52,31.09,27.11,42.17,64.0,117.32,1.0,1336.0,1.0
1051,50152,2580.84,31.19,27.22,42.34,65.0,117.32,1.0,1336.0,1.0
1052,50153,2601.17,31.28,27.32,42.5,65.0,117.32,1.0,1336.0,1.0
1053,50154,2621.49,31.38,27.43,42.67,65.0,117.32,1.0,1336.0,1.0
1054,50155,2641.81,31.47,27.54,42.84,65.0,117.32,1.0,1336.0,1.0
1055,50156,2662.13,31.56,27.65,43.01,66.0,117.32,1.0,1336.0,1.0
1056,50157,2682.45,31.66,27.76,43.18,66.0,117.32,1.0,1336.0,1.0
1057,50158,2702.78,31.75,27.86,43.34,66.0,117.32,1.0,1336.0,1.0
1058,50159,2723.1,31.85,27.97,43.51,66.0,117.32,1.0,1336.0,1.0
1059,50160,2743.42,31.94,28.08,43.68,67.0,117.32,1.0,1336.0,1.0
1060,50161,2763.74,32.03,28.19,43.85,67.0,117.32,1.0,1336.0,1.0
1061,50162,2784.06,32.13,28.3,44.02,67.0,117.32,1.0,1336.0,1.0
1062,50163,2804.39,32.22,28.4,44.18,67.0,117.32,1.0,1336.0,1.0
1063,50164,2824.71,32.32,28.51,44.35,68.0,117.32,1.0,1336.0,1.0
1064,50165,2845.03,32.41,28.62,44.52,68.0,117.32,1.0,1336.0,1.0
1065,50166,2865.35,32.5,28.73,44.69,68.0,117.32,1.0,1336.0,1.0
1066,50167,2885.67,32.6,28.84,44.86,68.0,117.32,1.0,1336.0,1.0
1067,50168,2906.0,32.69,28.94,45.02,69.0,117.32,1.0,1336.0,1.0
1068,50169,2926.32,32.79,29.05,45.19,69.0,117.32,1.0,1336.0,1.0
1069,50170,2946.64,32.88,29.16,45.36,69.0,117.32,1.0,1336.0,1.0
1070,50171,2966.96,32.97,29.27,45.53,69.0,117.32,1.0,1336.0,1.0
1071,50172,2987.28,33.07,29.38,45.7,70.0,117.32,1.0,1336.0,1.0
1072,50173,3007.61,33.16,29.48,45.86,70.0,117.32,1.0,1336.0,1.0
1073,50174,3027.93,33.26,29.59,46.03,70.0,117.32,1.0,1336.0,1.0
1074,50175,3048.25,33.35,29.7,46.2,71.0,117.32,1.0,1336.0,1.0
1075,50176,3068.57,33.44,29.81,46.37,71.0,117.32,1.0,1336.0,1.0
1076,50177,3088.89,33.54,29.92,46.54,71.0,117.32,1.0,1336.0,1.0
1077,50178,3109.22,33.63,30.02,46.7,71.0,117.32,1.0,1336.0,1.0
1078,50179,3129.54,33.73,30.13,46.87,72.0,117.32,1.0,1336.0,1.0
1079,50180,3149.86,33.82,30.24,47.04,72.0,117.32,1.0,1336.0,1.0
1080,50181,3170.18,33.91,30.35,47.21,72.0,117.32,1.0,1336.0,1.0
1081,50182,3190.5,34.01,30.46,47.38,72.0,117.32,1.0,1336.0,1.0
1082,50183,3210.83,34.1,30.56,47.54,73.0,117.32,1.0,1336.0,1.0
1083,50184,3231.15,34.2,30.67,47.71,73.0,117.32,1.0,1336.0,1.0
1084,50185,3251.47,34.29,30.78,47.88,73.0,117.32,1.0,1336.0,1.0
1085,50186,3271.79,34.38,30.89,48.05,73.0,117.32,1.0,1336.0,1.0
1086,50187,3292.11,34.48,31.0,48.22,74.0,117.32,1.0,1336.0,1.0
1087,50188,3312.44,34.57,31.1,48.38,74.0,117.32,1.0,1336.0,1.0
1088,50189,3332.76,34.67,31.21,48.55,74.0,117.32,1.0,1336.0,1.0
1089,50190,3353.08,34.76,31.32,48.72,74.0,117.32,1.0,1336.0,1.0
1090,50191,3373.4,34.85,31.43,48.89,75.0,117.32,1.0,1336.0,1.0
1091,50192,3393.72,34.95,31.54,49.06,75.0,117.32,1.0,1336.0,1.0
1092,50193,3414.05,35.04,31.64,49.22,75.0,117.32,1.0,1336.0,1.0
1093,50194,3434.37,35.14,31.75,49.39,75.0,117.32,1.0,1336.0,1.0
1094,50195,3454.69,35.23,31.86,49.56,76.0,117.32,1.0,1336.0,1.0
1095,50196,3475.01,35.32,31.97,49.73,76.0,117.32,1.0,1336.0,1.0
1096,50197,3495.33,35.42,32.08,49.9,76.0,117.32,1.0,1336.0,1.0
1097,50198,3515.66,35.51,32.18,50.06,76.0,117.32,1.0,1336.0,1.0
1098,50199,3535.98,35.61,32.29,50.23,77.0,117.32,1.0,1336.0,1.0
1099,50200,3556.3,35.7,32.4,50.4,77.0,117.32,1.0,1336.0,1.0
1100,50201,3574.08,35.77,32.46,50.5,77.0,117.32,1.0,1336.0,1.0
1101,50202,3591.86,35.84,32.53,50.6,77.0,117.32,1.0,1336.0,1.0
1102,50203,3609.65,35.92,32.59,50.7,77.0,117.32,1.0,1336.0,1.0
1103,50204,3627.43,35.99,32.66,50.8,78.0,117.32,1.0,1336.0,1.0
1104,50205,3645.21,36.06,32.72,50.9,78.0,117.32,1.0,1336.0,1.0
1105,50206,3662.99,36.13,32.78,51.0,78.0,117.32,1.0,1336.0,1.0
1106,50207,3680.77,36.2,32.85,51.1,78.0,117.32,1.0,1336.0,1.0
1107,50208,3698.56,36.28,32.91,51.2,78.0,117.32,1.0,1336.0,1.0
1108,50209,3716.34,36.35,32.98,51.3,78.0,117.32,1.0,1336.0,1.0
1109,50210,3734.12,36.42,33.04,51.4,79.0,117.32,1.0,1336.0,1.0
1110,50211,3751.9,36.49,33.1,51.5,79.0,117.32,1.0,1336.0,1.0
1111,50212,3769.68,36.56,33.17,51.6,79.0,117.32,1.0,1336.0,1.0
1112,50213,3787.47,36.64,33.23,51.7,79.0,117.32,1.0,1336.0,1.0
1113,50214,3805.25,36.71,33.3,51.8,79.0,117.32,1.0,1336.0,1.0
1114,50215,3823.03,36.78,33.36,51.9,79.0,117.32,1.0,1336.0,1.0
1115,50216,3840.81,36.85,33.42,52.0,80.0,117.32,1.0,1336.0,1.0
1116,50217,3858.59,36.92,33.49,52.1,80.0,117.32,1.0,1336.0,1.0
1117,50218,3876.38,37.0,33.55,52.2,80.0,117.32,1.0,1336.0,1.0
1118,50219,3894.16,37.07,33.62,52.3,80.0,117.32,1.0,1336.0,1.0
1119,50220,3911.94,37.14,33.68,52.4,80.0,117.32,1.0,1336.0,1.0
1120,50221,3929.72,37.21,33.74,52.5,80.0,117.32,1.0,1336.0,1.0
1121,50222,3947.5,37.28,33.81,52.6,81.0,117.32,1.0,1336.0,1.0
1122,50223,3965.29,37.36,33.87,52.7,81.0,117.32,1.0,1336.0,1.0
1123,50224,3983.07,37.43,33.94,52.8,81.0,117.32,1.0,1336.0,1.0
1124,50225,4000.85,37.5,34.0,52.9,81.0,117.32,1.0,1336.0,1.0
1125,50226,4018.63,37.57,34.06,53.0,81.0,117.32,1.0,1336.0,1.0
1126,50227,4036.41,37.64,34.13,53.1,81.0,117.32,1.0,1336.0,1.0
1127,50228,4054.2,37.72,34.19,53.2,81.0,117.32,1.0,1336.0,1.0
1128,50229,4071.98,37.79,34.26,53.3,82.0,117.32,1.0,1336.0,1.0
1129,50230,4089.76,37.86,34.32,53.4,82.0,117.32,1.0,1336.0,1.0
1130,50231,4107.54,37.93,34.38,53.5,82.0,117.32,1.0,1336.0,1.0
1131,50232,4125.32,38.0,34.45,53.6,82.0,117.32,1.0,1336.0,1.0
1132,50233,4143.11,38.08,34.51,53.7,82.0,117.32,1.0,1336.0,1.0
1133,50234,4160.89,38.15,34.58,53.8,82.0,117.32,1.0,1336.0,1.0
1134,50235,4178.67,38.22,34.64,53.9,83.0,117.32,1.0,1336.0,1.0
1135,50236,4196.45,38.29,34.7,54.0,83.0,117.32,1.0,1336.0,1.0
1136,50237,4214.23,38.36,34.77,54.1,83.0,117.32,1.0,1336.0,1.0
1137,50238,4232.02,38.44,34.83,54.2,83.0,117.32,1.0,1336.0,1.0
1138,50239,4249.8,38.51,34.9,54.3,83.0,117.32,1.0,1336.0,1.0
1139,50240,4267.58,38.58,34.96,54.4,83.0,117.32,1.0,1336.0,1.0
1140,50241,4285.36,38.65,35.02,54.5,84.0,117.32,1.0,1336.0,1.0
1141,50242,4303.14,38.72,35.09,54.6,84.0,117.32,1.0,1336.0,1.0
1142,50243,4320.93,38.8,35.15,54.7,84.0,117.32,1.0,1336.0,1.0
1143,50244,4338.71,38.87,35.22,54.8,84.0,117.32,1.0,1336.0,1.0
1144,50245,4356.49,38.94,35.28,54.9,84.0,117.32,1.0,1336.0,1.0
1145,50246,4374.27,39.01,35.34,55.0,84.0,117.32,1.0,1336.0,1.0
1146,50247,4392.05,39.08,35.41,55.1,85.0,117.32,1.0,1336.0,1.0
1147,50248,4409.84,39.16,35.47,55.2,85.0,117.32,1.0,1336.0,1.0
1148,50249,4427.62,39.23,35.54,55.3,85.0,117.32,1.0,1336.0,1.0
1149,50250,4445.4,39.3,35.6,55.4,85.0,117.32,1.0,1336.0,1.0
1150,50251,4463.18,39.34,35.64,55.46,85.0,117.32,1.0,1336.0,1.0
1151,50252,4480.96,39.38,35.67,55.51,85.0,117.32,1.0,1336.0,1.0
1152,50253,4498.75,39.42,35.71,55.57,85.0,117.32,1.0,1336.0,1.0
1153,50254,4516.53,39.46,35.74,55.62,85.0,117.32,1.0,1336.0,1.0
1154,50255,4534.31,39.5,35.78,55.68,85.0,117.32,1.0,1336.0,1.0
1155,50256,4552.09,39.54,35.82,55.74,85.0,117.32,1.0,1336.0,1.0
1156,50257,4569.87,39.58,35.85,55.79,85.0,117.32,1.0,1336.0,1.0
1157,50258,4587.66,39.62,35.89,55.85,85.0,117.32,1.0,1336.0,1.0
1158,50259,4605.44,39.66,35.92,55.9,85.0,117.32,1.0,1336.0,1.0
1159,50260,4623.22,39.7,35.96,55.96,85.0,117.32,1.0,1336.0,1.0
1160,50261,4641.0,39.74,36.0,56.02,85.0,117.32,1.0,1336.0,1.0
1161,50262,4658.78,39.78,36.03,56.07,85.0,117.32,1.0,1336.0,1.0
1162,50263,4676.57,39.82,36.07,56.13,85.0,117.32,1.0,1336.0,1.0
1163,50264,4694.35,39.86,36.1,56.18,85.0,117.32,1.0,1336.0,1.0
1164,50265,4712.13,39.9,36.14,56.24,85.0,117.32,1.0,1336.0,1.0
1165,50266,4729.91,39.94,36.18,56.3,85.0,117.32,1.0,1336.0,1.0
1166,50267,4747.69,39.98,36.21,56.35,85.0,117.32,1.0,1336.0,1.0
1167,50268,4765.48,40.02,36.25,56.41,85.0,117.32,1.0,1336.0,1.0
1168,50269,4783.26,40.06,36.28,56.46,85.0,117.32,1.0,1336.0,1.0
1169,50270,4801.04,40.1,36.32,56.52,85.0,117.32,1.0,1336.0,1.0
1170,50271,4818.82,40.14,36.36,56.58,85.0,117.32,1.0,1336.0,1.0
1171,50272,4836.6,40.18,36.39,56.63,85.0,117.32,1.0,1336.0,1.0
1172,50273,4854.39,40.22,36.43,56.69,85.0,117.32,1.0,1336.0,1.0
1173,50274,4872.17,40.26,36.46,56.74,85.0,117.32,1.0,1336.0,1.0
1174,50275,4889.95,40.3,36.5,56.8,85.0,117.32,1.0,1336.0,1.0
1175,50276,4907.73,40.34,36.54,56.86,85.0,117.32,1.0,1336.0,1.0
1176,50277,4925.51,40.38,36.57,56.91,85.0,117.32,1.0,1336.0,1.0
1177,50278,4943.3,40.42,36.61,56.97,85.0,117.32,1.0,1336.0,1.0
1178,50279,4961.08,40.46,36.64,57.02,85.0,117.32,1.0,1336.0,1.0
1179,50280,4978.86,40.5,36.68,57.08,85.0,117.32,1.0,1336.0,1.0
1180,50281,4996.64,40.54,36.72,57.14,85.0,117.32,1.0,1336.0,1.0
1181,50282,5014.42,40.58,36.75,57.19,85.0,117.32,1.0,1336.0,1.0
1182,50283,5032.21,40.62,36.79,57.25,85.0,117.32,1.0,1336.0,1.0
1183,50284,5049.99,40.66,36.82,57.3,85.0,117.32,1.0,1336.0,1.0
1184,50285,5067.77,40.7,36.86,57.36,85.0,117.32,1.0,1336.0,1.0
1185,50286,5085.55,40.74,36.9,57.42,85.0,117.32,1.0,1336.0,1.0
1186,50287,5103.33,40.78,36.93,57.47,85.0,117.32,1.0,1336.0,1.0
1187,50288,5121.12,40.82,36.97,57.53,85.0,117.32,1.0,1336.0,1.0
1188,50289,5138.9,40.86,37.0,57.58,85.0,117.32,1.0,1336.0,1.0
1189,50290,5156.68,40.9,37.04,57.64,85.0,117.32,1.0,1336.0,1.0
1190,50291,5174.46,40.94,37.08,57.7,85.0,117.32,1.0,1336.0,1.0
1191,50292,5192.24,40.98,37.11,57.75,85.0,117.32,1.0,1336.0,1.0
1192,50293,5210.03,41.02,37.15,57.81,85.0,117.32,1.0,1336.0,1.0
1193,50294,5227.81,41.06,37.18,57.86,85.0,117.32,1.0,1336.0,1.0
1194,50295,5245.59,41.1,37.22,57.92,85.0,117.32,1.0,1336.0,1.0
1195,50296,5263.37,41.14,37.26,57.98,85.0,117.32,1.0,1336.0,1.0
1196,50297,5281.15,41.18,37.29,58.03,85.0,117.32,1.0,1336.0,1.0
1197,50298,5298.94,41.22,37.33,58.09,85.0,117.32,1.0,1336.0,1.0
1198,50299,5316.72,41.26,37.36,58.14,85.0,117.32,1.0,1336.0,1.0
1199,50300,5334.5,41.3,37.4,58.2,85.0,117.32,1.0,1336.0,1.0
1200,60001,226.8,6.94,2.14,3.33,3.0,7.68,1.0,336.0,1.0
1201,60002,246.33,7.14,2.57,4.0,4.0,7.99,1.0,343.0,1.0
1202,60003,246.33,7.34,2.57,4.0,4.0,8.29,1.0,349.0,1.0
1203,60004,246.33,7.41,2.57,4.0,5.0,8.6,1.0,356.0,1.0
1204,60005,246.33,7.61,3.0,4.67,5.0,8.91,1.0,363.0,1.0
1205,60006,260.82,7.68,3.0,4.67,5.0,9.22,1.0,370.0,1.0
1206,60007,266.49,7.89,3.0,4.67,6.0,9.52,1.0,376.0,1.0
1207,60008,266.49,7.97,3.43,5.33,6.0,9.83,1.0,383.0,1.0
1208,60009,266.49,8.18,3.43,5.33,7.0,10.14,1.0,390.0,1.0
1209,60010,281.29,8.25,3.43,5.33,7.0,10.44,1.0,396.0,1.0
1210,60011,281.29,8.46,3.86,6.0,7.0,10.75,1.0,403.0,1.0
1211,60012,281.29,8.68,3.86,6.0,8.0,11.06,1.0,410.0,1.0
1212,60013,287.28,8.76,3.86,6.0,8.0,11.37,1.0,417.0,1.0
1213,60014,302.4,8.98,3.86,6.0,8.0,11.67,1.0,423.0,1.0
1214,60015,302.4,9.06,4.29,6.67,9.0,11.98,1.0,430.0,1.0
1215,60016,302.4,9.28,4.29,6.67,9.0,12.29,1.0,437.0,1.0
1216,60017,302.4,9.36,4.29,6.67,10.0,12.6,1.0,443.0,1.0
1217,60018,324.14,9.59,4.71,7.33,10.0,12.9,1.0,450.0,1.0
1218,60019,324.14,9.67,4.71,7.33,10.0,13.21,1.0,457.0,1.0
1219,60020,324.14,9.9,4.71,7.33,11.0,13.52,1.0,464.0,1.0
1220,60021,324.14,10.13,5.14,8.0,11.0,13.82,1.0,470.0,1.0
1221,60022,339.57,10.22,5.14,8.0,12.0,14.13,1.0,477.0,1.0
1222,60023,339.57,10.46,5.14,8.0,12.0,14.44,1.0,484.0,1.0
1223,60024,346.5,10.54,5.14,8.0,12.0,14.75,1.0,490.0,1.0
1224,60025,346.5,10.78,5.57,8.67,13.0,15.36,1.0,497.0,1.0
1225,60026,362.25,10.87,5.57,8.67,13.0,15.67,1.0,504.0,1.0
1226,60027,362.25,11.11,5.57,8.67,13.0,15.97,1.0,511.0,1.0
1227,60028,362.25,11.2,6.0,9.33,14.0,16.28,1.0,517.0,1.0
1228,60029,369.5,11.45,6.0,9.33,14.0,16.59,1.0,524.0,1.0
1229,60030,385.56,11.7,6.0,9.33,15.0,16.9,1.0,531.0,1.0
1230,60031,385.56,11.79,6.43,10.0,15.0,17.2,1.0,537.0,1.0
1231,60032,385.56,12.05,6.43,10.0,15.0,17.51,1.0,544.0,1.0
1232,60033,385.56,12.14,6.43,10.0,16.0,17.82,1.0,551.0,1.0
1233,60034,385.56,12.39,6.43,10.0,16.0,18.12,1.0,558.0,1.0
1234,60035,409.5,12.49,6.86,10.67,17.0,18.43,1.0,564.0,1.0
1235,60036,409.5,12.75,6.86,10.67,17.0,18.74,1.0,571.0,1.0
1236,60037,409.5,12.84,6.86,10.67,17.0,19.05,1.0,578.0,1.0
1237,60038,409.5,13.11,7.29,11.33,18.0,19.35,1.0,584.0,1.0
1238,60039,425.88,13.38,7.29,11.33,18.0,19.66,1.0,591.0,1.0
1239,60040,434.07,13.47,7.29,11.33,18.0,19.97,1.0,598.0,1.0
1240,60041,434.07,13.75,7.71,12.0,19.0,20.28,1.0,605.0,1.0
1241,60042,434.07,13.84,7.71,12.0,19.0,20.58,1.0,611.0,1.0
1242,60043,450.77,14.12,7.71,12.0,20.0,20.89,1.0,618.0,1.0
1243,60044,450.77,14.22,8.14,12.67,20.0,21.2,1.0,625.0,1.0
1244,60045,450.77,14.5,8.14,12.67,20.0,21.5,1.0,631.0,1.0
1245,60046,459.27,14.6,8.14,12.67,21.0,21.81,1.0,638.0,1.0
1246,60047,476.28,14.88,8.14,12.67,21.0,22.12,1.0,645.0,1.0
1247,60048,476.28,15.17,8.57,13.33,22.0,22.43,1.0,652.0,1.0
1248,60049,476.28,15.27,8.57,13.33,22.0,22.73,1.0,658.0,1.0
1249,60050,476.28,15.56,8.57,13.33,22.0,23.04,1.0,665.0,1.0
1250,60051,502.42,15.56,9.0,14.0,23.0,24.12,1.0,672.0,1.0
1251,60052,502.42,15.75,9.0,14.0,23.0,25.19,1.0,678.0,1.0
1252,60053,502.42,15.75,9.0,14.0,23.0,26.27,1.0,685.0,1.0
1253,60054,502.42,15.94,9.43,14.67,24.0,27.34,1.0,692.0,1.0
1254,60055,519.75,15.94,9.43,14.67,24.0,28.42,1.0,698.0,1.0
1255,60056,519.75,16.13,9.43,14.67,25.0,29.49,1.0,705.0,1.0
1256,60057,529.2,16.31,9.43,14.67,25.0,30.57,1.0,712.0,1.0
1257,60058,529.2,16.31,9.86,15.33,25.0,31.64,1.0,719.0,1.0
1258,60059,546.84,16.5,9.86,15.33,26.0,32.72,1.0,725.0,1.0
1259,60060,546.84,16.5,9.86,15.33,26.0,33.79,1.0,732.0,1.0
1260,60061,546.84,16.69,10.29,16.0,26.0,34.87,1.0,739.0,1.0
1261,60062,556.61,16.69,10.29,16.0,27.0,35.94,1.0,745.0,1.0
1262,60063,574.56,16.88,10.29,16.0,27.0,37.02,1.0,752.0,1.0
1263,60064,574.56,16.88,10.71,16.67,28.0,38.09,1.0,759.0,1.0
1264,60065,574.56,17.06,10.71,16.67,28.0,39.17,1.0,766.0,1.0
1265,60066,574.56,17.25,10.71,16.67,28.0,40.24,1.0,772.0,1.0
1266,60067,574.56,17.25,10.71,16.67,29.0,41.32,1.0,779.0,1.0
1267,60068,602.91,17.44,11.14,17.33,29.0,42.39,1.0,786.0,1.0
1268,60069,602.91,17.44,11.14,17.33,30.0,43.47,1.0,792.0,1.0
1269,60070,602.91,17.63,11.14,17.33,30.0,44.54,1.0,799.0,1.0
1270,60071,602.91,17.63,11.57,18.0,30.0,45.62,1.0,806.0,1.0
1271,60072,621.18,17.81,11.57,18.0,31.0,46.69,1.0,813.0,1.0
1272,60073,631.89,17.81,11.57,18.0,31.0,47.77,1.0,819.0,1.0
1273,60074,631.89,18.0,12.0,18.67,31.0,48.84,1.0,826.0,1.0
1274,60075,631.89,18.19,12.0,18.67,32.0,49.92,1.0,833.0,1.0
1275,60076,650.47,18.19,12.0,18.67,32.0,51.0,1.0,839.0,1.0
1276,60077,650.47,18.38,12.43,19.33,33.0,52.07,1.0,846.0,1.0
1277,60078,650.47,18.38,12.43,19.33,33.0,53.15,1.0,853.0,1.0
1278,60079,661.5,18.56,12.43,19.33,33.0,54.22,1.0,860.0,1.0
1279,60080,680.4,18.56,12.43,19.33,34.0,55.3,1.0,866.0,1.0
1280,60081,680.4,18.75,12.86,20.0,34.0,56.37,1.0,873.0,1.0
1281,60082,680.4,18.75,12.86,20.0,35.0,57.45,1.0,880.0,1.0
1282,60083,680.4,18.94,12.86,20.0,35.0,58.52,1.0,886.0,1.0
1283,60084,710.95,19.12,13.29,20.67,35.0,59.6,1.0,893.0,1.0
1284,60085,710.95,19.12,13.29,20.67,36.0,60.67,1.0,900.0,1.0
1285,60086,710.95,19.31,13.29,20.67,36.0,61.75,1.0,907.0,1.0
1286,60087,710.95,19.31,13.71,21.33,36.0,62.82,1.0,913.0,1.0
1287,60088,730.17,19.5,13.71,21.33,37.0,63.9,1.0,920.0,1.0
1288,60089,730.17,19.5,13.71,21.33,37.0,64.97,1.0,927.0,1.0
1289,60090,742.14,19.69,13.71,21.33,38.0,66.05,1.0,933.0,1.0
1290,60091,742.14,19.69,14.14,22.0,38.0,67.12,1.0,940.0,1.0
1291,60092,761.67,19.88,14.14,22.0,38.0,68.2,1.0,947.0,1.0
1292,60093,761.67,20.06,14.14,22.0,39.0,69.27,1.0,954.0,1.0
1293,60094,761.67,20.06,14.57,22.67,39.0,70.35,1.0,960.0,1.0
1294,60095,773.96,20.25,14.57,22.67,40.0,71.42,1.0,967.0,1.0
1295,60096,773.96,20.25,14.57,22.67,40.0,72.5,1.0,974.0,1.0
1296,60097,793.8,20.44,15.0,23.33,40.0,73.57,1.0,980.0,1.0
1297,60098,793.8,20.44,15.0,23.33,41.0,74.65,1.0,987.0,1.0
1298,60099,793.8,20.63,15.0,23.33,41.0,75.72,1.0,994.0,1.0
1299,60100,793.8,20.63,15.0,23.33,41.0,76.8,1.0,1000.0,1.0
1300,60101,817.62,20.84,15.12,23.52,41.0,77.52,1.0,1007.0,1.0
1301,60102,841.43,21.05,15.24,23.71,42.0,78.25,1.0,1014.0,1.0
1302,60103,865.25,21.26,15.36,23.9,42.0,78.98,1.0,1021.0,1.0
1303,60104,889.06,21.46,15.48,24.08,43.0,79.73,1.0,1027.0,1.0
1304,60105,912.88,21.67,15.6,24.27,43.0,80.47,1.0,1034.0,1.0
1305,60106,936.69,21.88,15.72,24.46,43.0,81.23,1.0,1041.0,1.0
1306,60107,960.51,22.09,15.84,24.65,44.0,81.99,1.0,1047.0,1.0
1307,60108,984.32,22.3,15.96,24.84,44.0,82.76,1.0,1054.0,1.0
1308,60109,1008.14,22.51,16.08,25.03,45.0,83.54,1.0,1061.0,1.0
1309,60110,1031.95,22.72,16.2,25.22,45.0,84.33,1.0,1068.0,1.0
1310,60111,1055.77,22.92,16.32,25.4,45.0,85.12,1.0,1074.0,1.0
1311,60112,1079.58,23.13,16.44,25.59,46.0,85.92,1.0,1081.0,1.0
1312,60113,1103.4,23.34,16.56,25.78,46.0,86.72,1.0,1088.0,1.0
1313,60114,1127.21,23.55,16.68,25.97,47.0,87.54,1.0,1094.0,1.0
1314,60115,1151.03,23.76,16.8,26.16,47.0,88.36,1.0,1101.0,1.0
1315,60116,1174.84,23.97,16.92,26.35,47.0,89.19,1.0,1108.0,1.0
1316,60117,1198.66,24.17,17.04,26.53,48.0,90.03,1.0,1115.0,1.0
1317,60118,1222.47,24.38,17.16,26.72,48.0,90.87,1.0,1121.0,1.0
1318,60119,1246.29,24.59,17.28,26.91,49.0,91.73,1.0,1128.0,1.0
1319,60120,1270.1,24.8,17.4,27.1,49.0,92.59,1.0,1135.0,1.0
1320,60121,1312.44,25.01,17.63,27.46,50.0,93.46,1.0,1141.0,1.0
1321,60122,1354.77,25.21,17.87,27.82,50.0,94.33,1.0,1148.0,1.0
1322,60123,1397.11,25.42,18.1,28.18,51.0,95.22,1.0,1155.0,1.0
1323,60124,1439.45,25.63,18.33,28.54,51.0,96.11,1.0,1162.0,1.0
1324,60125,1481.78,25.83,18.57,28.9,52.0,97.02,1.0,1168.0,1.0
1325,60126,1524.12,26.04,18.8,29.26,52.0,97.93,1.0,1175.0,1.0
1326,60127,1566.46,26.25,19.03,29.62,53.0,98.85,1.0,1182.0,1.0
1327,60128,1608.79,26.45,19.27,29.98,53.0,99.77,1.0,1188.0,1.0
1328,60129,1651.13,26.66,19.5,30.34,54.0,100.71,1.0,1195.0,1.0
1329,60130,1693.47,26.87,19.73,30.7,54.0,101.66,1.0,1202.0,1.0
